"book_title","paper_id","dc_type","authors","year","source","keyword"
"Using Supervised Machine Learning Algorithms to Predict Pressure Drop in Narrow Annulus","SPE-191794-18ERM-MS","conference-paper","Singh, Kriti, University of Tulsa | Miska, Stefan, University of Tulsa | Ozbayoglu, Evren, University of Tulsa | Alp Aydin, Batur, Turkish Pretroleum Corporation",2018,"SPE","'artificial+intelligence'"
"Oil production process optimization resultant from intelligent field technologies implementation in Samotlorskoe field","SPE-161978-MS","conference-paper","Shevchenko, Sergey, TNK-BP | Navozov, V. A., TNK-BP | Mironov, D. V., TNK-BP | Pchelnikov, R. L., TNK-BP | Muslimov, E. Ya., TNK-BP",2012,"SPE","'artificial+intelligence'"
"One Core, Few Modern Logs, and Limited Production Data: Is Reliable Reservoir Characterization Possible?","SPE-38260-MS","conference-paper","Chawathe, A., New Mexico Petroleum Recovery Research Center | Ouenes, A., New Mexico Petroleum Recovery Research Center | Ali, M., New Mexico Petroleum Recovery Research Center | Weiss, W., New Mexico Petroleum Recovery Research Center",1997,"SPE","'artificial+intelligence'"
"Condition-Based Pigging for Pipeline Network","OTC-24927-MS","conference-paper","Zainal Abidin, S., PETRONAS (Kuala Lumpur) | Norman, A., PETRONAS (Kuala Lumpur) | Khairil Hing, A., PETRONAS (Kuala Lumpur) | Juzaimi, N., PETRONAS (Kuala Lumpur) | Ismail, M., PETRONAS Carigali Sdn Bhd Peninsular Malaysia Operations (PCSB PMO) | Alias, M., PETRONAS Carigali Sdn Bhd Peninsular Malaysia Operations (PCSB PMO)",2014,"OTC","'artificial+intelligence'"
"Reservoir Heterogeneity Mapping Using an Automated Pattern Recognition Approach","SPE-56818-MS","conference-paper","Hassibi, Mahnaz, University of Southern California | Ershaghi, Iraj, University of Southern California",1999,"SPE","'artificial+intelligence'"
"Fluid Characterization of Three-Phase CO2/Oil Mixtures","SPE-24130-MS","conference-paper","Khan, S.A., U. of Texas | Pope, G.A., U. of Texas | Sepehrnoori, Kamy, U. of Texas",1992,"SPE","'artificial+intelligence'"
"Intelligent Control Techniques Applied to Improve the Performance of Water Treatment Facilities Bring Great Financial Benefits to the Colombian Oil Industry","SPE-174148-MS","conference-paper","Pérez-Rodríguez, H. R., Pacific Rubiales Energy | Grandas Grandas, G., Pacific Rubiales Energy | Pérez, H. D., Genius Engineering Corp",2015,"SPE","'artificial+intelligence'"
"Application of Real-time Video Streaming and Analytics to Breakdown Rig Connection Process","OTC-28742-MS","conference-paper","Hegde, Chiranth, The University of Texas at Austin | Awan, Omar, Shell Global Solutions, US, Inc | Wiemers, Tim, Shell Global Solutions, US, Inc",2018,"OTC","'artificial+intelligence'"
"A New Neural Network Approach to Reservoir Permeability Estimation from Well Logs","SPE-100989-MS","conference-paper","Lim, Jong-Se, Korea Maritime U. | Park, Hui-june, Seoul National University | Kim, Jungwhan, Kodeco Energy Co. Ltd.",2006,"SPE","'artificial+intelligence'"
"Global Model for Failure Prediction for Rod Pump Artificial Lift Systems","SPE-165374-MS","conference-paper","Raghavenda, Cauligi S., University of Southern California | Liu, Yintao, University of Southern California Information Sciences Institute | Wu, Anqi, University of Southern California | Olabinjo, Lanre, Chevron Energy Technology Company | Balogun, Oluwafemi, Chevron | Ershaghi, Iraj, University of Southern California | Zheng, Jingwen, University of Southern California | Guo, Dong, University of Southern California",2013,"SPE","'artificial+intelligence'"
"The use of Artificial Bayesian Intelligence in Practical Well Control (Russian)","SPE-160662-RU","conference-paper","Al-Yami, Abdullah Saleh, Saudi Aramco | Schubert, Jerome Jacob, Texas A&M University",2012,"SPE","'artificial+intelligence'"
"Machine Learning–Based Trigger Detection of Drilling Events Based on Drilling Data","SPE-187512-MS","conference-paper","Zhao, Jie, Schlumberger | Shen, Yuelin, Schlumberger | Chen, Wei, Schlumberger | Zhang, Zhengxin, Schlumberger | Johnston, Sonny, Schlumberger",2017,"SPE","'artificial+intelligence'"
"Parametric Estimating of Oil and Gas Production Facilities Capital Costs Worldwide","SPE-22015-MS","conference-paper","Karlik, C.W., ARCO Intl. Oil and Gas Co.",1991,"SPE","'artificial+intelligence'"
"Comparison of an Expert System to Human Experts in Well-Log Analysis and Interpretation","SPE-18129-PA","journal-paper","Einstein, Elizabeth E., D and S Knowledge Systems Inc. | Edwards, Ken W., D and S Knowledge Systems Inc.",1990,"SPE","'artificial+intelligence'"
"An Intelligent System To Detect Drilling Problems Through Drilled-Cuttings-Return Analysis","SPE-128916-MS","conference-paper","Marana, A.N., São Paulo State University | Papa, J.P., São Paulo State University | Ferreira, Marcus V.D., PETROBRAS | Miura, Kazuo, PETROBRAS | Torres, Francisco Assis Cavalcante, PETROBRAS",2010,"SPE","'artificial+intelligence'"
"Well Integrity Management System (WIMS): Coupled Engineering Analysis","SPE-164230-MS","conference-paper","Samuel, Robello, Halliburton",2013,"SPE","'artificial+intelligence'"
"Flow Regime Analysis Assists Early Detection of a Shallow Gas Kick","SPE-140841-MS","conference-paper","Asakereh, Reza, National Iranian Drilling Company",2011,"SPE","'artificial+intelligence'"
"Competency Management: Value, Approaches, and Challenges","SPE-101405-MS","conference-paper","Brett, James Ford, Oil & Gas Consultants International | Sayed, Mohamed Saleh Abou, PetroSkills Middle East",2006,"SPE","'artificial+intelligence'"
"Optimal 3-D Directional & Horizontal Wells Planning Using Genetic Algorithm","SPE-79164-MS","conference-paper","Shokir, E.M. El-M., King Saud University | Emera, M., Cairo University | Eid, S.M., Cairo University | Waly, A.A., Cairo University",2002,"SPE","'artificial+intelligence'"
"Energy-Efficient Operation of Gas Export Systems","SPE-123132-PA","journal-paper","Noersteboe, Vibeke S., Norwegian University of Science and Technology | Bakken, Lars E., Norwegian University of Science and Technology | Dahl, H.J., Norwegian University of Science and Technology",2008,"SPE","'artificial+intelligence'"
"Modern Well Testing Analysis Theory and Methods of Remaining Oil Distribution in Waterflooding Reservoir","SPE-50901-MS","conference-paper","Cheng, Suimin, Xi&apos;an Petroleum Institute | Su, Yanchun, Xi&apos;an Petroleum Institute | Lin, Jiaen, Xi&apos;an Petroleum Institute | Mei, Qiliang, Xi&apos;an Petroleum Institute",1998,"SPE","'artificial+intelligence'"
"Permeability Determination Using Neural Networks in the Ravva Field, Offshore India","SPE-38034-PA","journal-paper","Wong, P.M., Univ. of New South Wales | Henderson, D.J., Cairn Energy Asia Ltd. | Brooks, L.J., Cairn Energy Asia Ltd.",1998,"SPE","'artificial+intelligence'"
"Early Detection and Diagnosis of Operating Events in Real-Time for Producing Wells With Artificial Lift Systems With Submersible Pumping","SPE-169432-MS","conference-paper","Mejía, J. A. Prada, Ecopetrol-ICP | Gutiérrez, C. A. Pereira, Ecopetrol-ICP",2014,"SPE","'artificial+intelligence'"
"Smart Proxy: An Innovative Reservoir Management Tool; Case Study of a Giant Mature Oilfield in the UAE","SPE-177829-MS","conference-paper","Mohaghegh, S. D., Intelligent Solutions, Inc. & West Virginia University | Abdulla, F., ADCO | Abdou, M., ADCO | Gaskari, R., Intelligent Solutions, Inc. | Maysami, M., Intelligent Solutions, Inc.",2015,"SPE","'artificial+intelligence'"
"Data-Driven Analytics: A Novel Approach to Performance Diagnosis Using SpatioTemporal Analysis in a Giant Field Offshore Abu Dhabi","SPE-192759-MS","conference-paper","El Faidouzi, Mohamed Mehdi, ADNOC Offshore | Ouzzane, Djamel Eddine, ADNOC Offshore",2018,"SPE","'artificial+intelligence'"
"Intelligent Interfaces for Reservoir Simulators","SPE-19135-MS","conference-paper","Guerillot, D.R., Inst. Francais du Petrole | Blanc, G.A., Franlab | Madre, V., Franlab",1989,"SPE","'artificial+intelligence'"
"Artificial Neural Network Models for Identifying Flow Regimes and Predicting Liquid Holdup in Horizontal Multiphase Flow","SPE-86910-PA","journal-paper","Osman, El-Sayed A., King Fahd U. of Petroleum and Minerals",2004,"SPE","'artificial+intelligence'"
"Technical Knowledge Management Systems: Discreet Software Modules Provide An Affordable, Rapidly Deployed Alternative Solution To A Fully Integrated Approach.","SPE-106918-MS","conference-paper","Pearce, Julie Diane, ReedHycalog | McMillan, Ian,",2007,"SPE","'artificial+intelligence'"
"Visualization Grammar: A Phrase-Based Reservoir Information Visualization System","SPE-153470-MS","conference-paper","Gao, Zhenzhen, | Nocera, Luciano, USC | Neumann, Ulrich, USC",2012,"SPE","'artificial+intelligence'"
"Integrated Real-Time Operation Centre: A Complete Solution towards Effective & Efficient Drilling Operation","OTC-28598-MS","conference-paper","Iskandar, Farah Farhana, EFTECH Drilling Solutions Sdn. Bhd | Abiddin, Mohamad Sukor Zainal, EFTECH Drilling Solutions Sdn. Bhd | Nazzeri, Norbaiti, EFTECH Drilling Solutions Sdn. Bhd | Aziz, Amir Abd, EFTECH Drilling Solutions Sdn. Bhd | Atemin, Azizul, PETRONAS",2018,"OTC","'artificial+intelligence'"
"An Investigation Into the Application of Fuzzy Logic to Well Stimulation Treatment Design","SPE-27672-PA","journal-paper","Xiong, Hongjie, S.A. Holditch & Assocs. Inc. | Holditch, S.A., S.A. Holditch & Assocs. Inc.",1995,"SPE","'artificial+intelligence'"
"Artificial-Lift Systems Pattern Recognition Using Neural Networks","SPE-69405-MS","conference-paper","Ocanto, Leonardo, PDVSA | Rojas, Alexander, PDVSA",2001,"SPE","'artificial+intelligence'"
"A Fuzzy Logic Application to Monitor and Predict Unexpected Behavior in Electric Submersible Pumps (Part of KwIDF Project)","SPE-167820-MS","conference-paper","Bermudez, F., Halliburton | Carvajal, G.A., Halliburton | Moricca, G., Halliburton | Dhar, J., Halliburton | Md Adam, F., Halliburton | Al-Jasmi, A., Kuwait Oil Company | Goel, H.K., Kuwait Oil Company | Nasr, H., Kuwait Oil Company",2014,"SPE","'artificial+intelligence'"
"Exporting Safety and Environmental Best Practices to Energy Frontiers: A Web-Based Solution","SPE-81188-MS","conference-paper","Thompson, Archie R. Jr., SEMPCheck Services, Inc.",2003,"SPE","'artificial+intelligence'"
"Determining Reservoir Properties in Reservoir Studies Using a Fuzzy Neural Network","SPE-26430-MS","conference-paper","Zhou, Cheng Dang, Jianghan Petroleum Inst. | Wu, Xi-Ling, Jianghan Petroleum Inst. | Cheng, Ju-An, Jianghan Petroleum Inst.",1993,"SPE","'artificial+intelligence'"
"Study on the Classification and Formation Mechanism of Microscopic Remaining Oil in High Water Cut Stage Based on Machine Learning","SPE-188228-MS","conference-paper","Zhao, Yuyun, China University of Petroleum | Jiang, Hanqiao, China University of Petroleum | Li, Junjian, China University of Petroleum | Wang, Chuan, China University of Petroleum | Gao, Yajun, China University of Petroleum | Yu, Fuwei, China University of Petroleum | Su, Hang, China University of Petroleum",2017,"SPE","'artificial+intelligence'"
"Development of Optimum Well Control Practices Using Artificial Bayesian Intelligence","OTC-22882-MS","conference-paper","Al-yami, Abdullah Saleh, Texas A&M University | Schubert, Jerome, Texas A&M University",2012,"OTC","'artificial+intelligence'"
"Creation of an Integrated Management System","SPE-66582-MS","conference-paper","Abernathy, S.E., Halliburton Energy Services, Inc. | Knode, T.L., Halliburton Energy Services, Inc.",2001,"SPE","'artificial+intelligence'"
"Machine Learning Leads Cost Effective Intelligent Fluid Design: Fluid Engineering Perspective","SPE-180033-MS","conference-paper","Shadravan, Arash, Reservoir Focus Llc | Tarrahi, Mohammadali, Shell",2016,"SPE","'artificial+intelligence'"
"Hybrid Intelligent Decision Support System for Drill Rig Performance Analysis and Selection During Well Construction","IPTC-18964-MS","conference-paper","Bello, O., Institute of Petroleum Engineering, Clausthal University of Technology | Yaakob, A. M., School of Quantitative Sceinces, Universiti Utara Malaysia | Gegov, A., School of Computing, University of Porthmouth | Teodoriu, C., Mewbourne School of Petroleum and Geological Engineering, University of Oklahoma | Oppelt, J., Institute of Petroleum Engineering, Clausthal University of Technology | Holzmann, J., Institute of Petroleum Engineering, Clausthal University of Technology",2016,"IPTC","'artificial+intelligence'"
"Artificial Neural Network as a Tool for Reservoir Characterization and its Application in the Petroleum Engineering","OTC-22967-MS","conference-paper","Kumar, Arvind, Indian School Of Mines",2012,"OTC","'artificial+intelligence'"
"Well Optimization Package for Progressive Cavity Pumping Systems","SPE-52162-MS","conference-paper","Klein, S.T., InterRep | Thrasher, W.B., InterRep | Mena, L., InterRep | Quijada, E., PDVSA | Brunings, C., PDVSA",1999,"SPE","'artificial+intelligence'"
"New Model for Training of Environmental Safety Specialist","OTC-23721-MS","conference-paper","Khaustov, A.P., Peoples' Friendship University of Russia | Redina, M.M., Peoples' Friendship University of Russia",2012,"OTC","'artificial+intelligence'"
"Enhanced Kick Detection with Low-Cost Rig Sensors Through Automated Pattern Recognition and Real-Time Sensor Calibration","SPE-176790-MS","conference-paper","Pournazari, Parham, The University of Texas at Austin | Ashok, Pradeepkumar, The University of Texas at Austin | van Oort, Eric, The University of Texas at Austin | Unrau, Sean, Pason Systems Corp. | Lai, Stephen, Pason Systems Corp.",2015,"SPE","'artificial+intelligence'"
"Use of Historic Data to Improve Drilling Efficiency: A Pattern Recognition Method and Trial Results","SPE-178901-MS","conference-paper","Kristjansson, Sean D., Pason Systems Corporaton | Neudfeldt, Adam, Pason Systems Corporaton | Lai, Stephen W., Pason Systems Corporaton | Wang, Julian, Pason Systems Corporaton | Tremaine, Dean, Axia NetMedia Corporation",2016,"SPE","'artificial+intelligence'"
"Enhancing Decision Making in Critical Drilling Operations","SPE-120290-MS","conference-paper","Shokouhi, Samad Valipour, Norwegian University of Science and Technology | Skalle, Pal, Volve AS",2009,"SPE","'artificial+intelligence'"
"Use of Fuzzy Logic for Predicting Two Phase Inflow Performance Relationship of Horizontal Oil Wells","SPE-133436-MS","conference-paper","Ebrahimi, Mohsen, ACECR- Production Technology Research Institite | Sajedian, Ali, Kish Petroleum Engineering",2010,"SPE","'artificial+intelligence'"
"Predicting Natural Gas Production Using Artificial Neural Network","SPE-68593-MS","conference-paper","Al-Fattah, S.M., Saudi Aramco | Startzman, R.A., Texas A & M University",2001,"SPE","'artificial+intelligence'"
"The ALL Electric BHA: Recent Developments toward an Intelligent Coiled-Tubing Drilling System","SPE-54469-MS","conference-paper","Turner, Daniel R., XL Technology Ltd | Head, Philip F., XL Technology Ltd | Yuratich, Micheal A., TSL Technology Limited | Cameron, Gerald, Amerada Hess Limited",1999,"SPE","'artificial+intelligence'"
"GUPCO Experience with Giant Fields: Case Studies from Egypt","SPE-183556-MS","conference-paper","Noureldien, Darhim M., GUPCO | Nabil, Salah, GUPCO",2016,"SPE","'artificial+intelligence'"
"A Case-Based System to Cut Drilling Costs","SPE-56504-MS","conference-paper","Irrgang, R., CSIRO Mathematical and Information Sciences | Damski, C., CSIRO Petroleum | Kravis, S., CSIRO Mathematical and Information Sciences | Maidla, E., CSIRO Petroleum | Millheim, Keith, The University of Oklahoma",1999,"SPE","'artificial+intelligence'"
"A New Approach to Reservoir Characterization Using Deep Learning Neural Networks","SPE-180359-MS","conference-paper","Korjani, M., University of Southern California | Popa, Andrei, Chevron North America Exploration and Production | Grijalva, Eli, Chevron North America Exploration and Production | Cassidy, Steve, Chevron North America Exploration and Production | Ershaghi, I., University of Southern California",2016,"SPE","'artificial+intelligence'"
"A New Approach for Drill Bit Selection","SPE-65618-MS","conference-paper","Bilgesu, H.I., West Virginia University | AL-Rashidi, A.F., West Virginia University | Aminian, K., West Virginia University | Ameri, S., West Virginia University",2000,"SPE","'artificial+intelligence'"
"Reservoir Characterization Using Fuzzy Kriging and Deep Learning Neural Networks","SPE-181578-MS","conference-paper","Korjani, M. M., University of Southern California | Popa, A. S., Chevron Corporation | Grijalva, E., Chevron Corporation | Cassidy, S., Chevron Corporation | Ershaghi, I., University of Southern California",2016,"SPE","'artificial+intelligence'"
"Pseudo Density Log Generation Using Artificial Neural Network","SPE-180439-MS","conference-paper","Long, Wennan, University of Southern California | Chai, Di, University of Kansas | Aminzadeh, Fred, University of Southern California",2016,"SPE","'artificial+intelligence'"
"Optimization of Production and CO2 Utilization Via Parametric Representation and Evaluation of WAG Schedules","SPE-179582-MS","conference-paper","Klenner, Robert, GE OGTC | Gao, Panqing, GE OGTC | Taghizadeh, Okhtay, Chaparral Energy | Iyer, Naresh, GE GRC | Azzaro, Steven, GE OGTC | Murrell, Glen, GE OGTC",2016,"SPE","'artificial+intelligence'"
"The New Engineer Paradigm and the Emergence of Investigative Engineering","SPE-18103-PA","journal-paper","Millheim, Keith K., Amoco Production Co.",1989,"SPE","'artificial+intelligence'"
"Guidelines for Selecting Appropriate PVT Correlations for Black Oils","SPE-150650-MS","conference-paper","Alzahabi, Ahmed Moustafa, British University Egypt | Elbanbi, Ahmed Hamdy, Cairo University | Sayyouh, Mohamed, Cairo university",2012,"SPE","'artificial+intelligence'"
"New Tools for Fracture Design Optimization","SPE-86467-MS","conference-paper","Oberwinkler, Christian, Decision Team-Software GmbH | Ruthammer, Gerhard, Mining University Leoben | Zangl, Georg, Decision Team-Software GmbH | Economides, Michael J., University of Houston",2004,"SPE","'artificial+intelligence'"
"Artificial Neural Network - A Tool For Optimising Mining Parameters","ISRM-SINOROCK-2009-082","conference-paper","Kashyap, Sudhir Kumar, CIMFR | Parhi, D.R., N.I.T. Rourkela | Sinha, Amlendu, CIMFR",2009,"ISRM","'artificial+intelligence'"
"Exploiting The Latent Benefits of Wired Pipes: A Comprehensive Decision Making System","SPE-163728-MS","conference-paper","Yazidi, Anis, Teknova",2013,"SPE","'artificial+intelligence'"
"Practical Data Mining and Artificial Neural Network Modeling for SAGD Production Analysis","SPE-174460-MS","conference-paper","Ma, Zhiwei, University of Alberta | Liu, Yaqi, University of Alberta | Leung, Juliana Y., University of Alberta | Zanon, Stefan, Nexen Energy ULC",2015,"SPE","'artificial+intelligence'"
"Fast Track Reservoir Modeling of Shale Formations in the Appalachian Basin. Application to Lower Huron Shale in Eastern Kentucky","SPE-139101-MS","conference-paper","Grujic, Ognjen Srecko, West Virginia University | Mohaghegh, Shahab D., West Virginia University | Bromhal, Grant S., U.S. Dept. of Energy",2010,"SPE","'artificial+intelligence'"
"Improvements to Computer Based Fault Extractions","SEG-2015-5909822","conference-paper","Dewett, Dustin T., BHP Billiton | Henza, Alissa A., BHP Billiton",2015,"SEG","'artificial+intelligence'"
"The direction of cognitive technologies development in the Upstream Division of Gazprom Neft Company (Russian)","OIJ-2017-12-006-009-RU","journal-paper","Yakovlev, V. V., Gazprom Neft PJSC, RF, Saint-Petersburg | Khasanov, M. M., Gazpromneft NTC LLC, RF, Saint-Petersburg | Sitnikov, A. N., Gazpromneft NTC LLC, RF, Saint-Petersburg | Prokofiev, D. O., Gazpromneft NTC LLC, RF, Saint-Petersburg | Pustovskikh, A. A., Gazpromneft NTC LLC, RF, Saint-Petersburg | Margarit, A. S., Gazpromneft NTC LLC, RF, Saint-Petersburg | Simonov, M. V., Gazpromneft NTC LLC, RF, Saint-Petersburg | Perets, D. S., Gazpromneft NTC LLC, RF, Saint-Petersburg",2017,"OIJ","'artificial+intelligence'"
"SVR-based Parameter Identification of Coupled Heave-pitch Motion Equations in Regular Waves","ISOPE-I-16-391","conference-paper","Hou, Xian-Rui, Shanghai Jiao Tong University; Collaborative Innovation Center for Advanced Ship and Deep-Sea Exploration | Zou, Zao-Jian, Shanghai Jiao Tong University; Collaborative Innovation Center for Advanced Ship and Deep-Sea Exploration | Xu, Feng, Wuhan Second Ship Design and Research Institute",2016,"ISOPE","'artificial+intelligence'"
"Incorporation of experts’ experience into machine learning models using well logs analysis for Priobskoye and Muravlenkovskoye brownfields (Russian)","OIJ-2017-12-028-031-RU","journal-paper","Egorov, D. V., Gazpromneft NTC LLC, RF, Saint-Petersburg | Bukhanov, N. V., Gazpromneft NTC LLC, RF, Saint-Petersburg | Osmonalieva, O. T., Gazpromneft NTC LLC, RF, Saint-Petersburg | Belozerov, B. V., Gazpromneft NTC LLC, RF, Saint-Petersburg | Reshytko, A. A., IBM Science and Technology Center, RF, Moscow | Golitsyna, M. V., IBM Science and Technology Center, RF, Moscow | Semenikhin, A. S., IBM Science and Technology Center, RF, Moscow",2017,"OIJ","'artificial+intelligence'"
"Detecting Failures and Optimizing Performance in Artificial Lift Using Machine Learning Models","SPE-190090-MS","conference-paper","Pennel, Mike, OspreyData Inc. | Hsiung, Jeffrey, OspreyData Inc. | Putcha, V. B., OspreyData Inc.",2018,"SPE","'artificial+intelligence'"
"Application of TBM Monitored Data for Detailed Description of Rock Mass Parameters and Fast Determination of TBM Excavation Efficiency","ISRM-EUROCK-2015-043","conference-paper","Lazarová, Edita, Slovak Academy of Sciences | Krúpa, Vítazoslav, Slovak Academy of Sciences | Kruláková, Mária, Slovak Academy of Sciences | Ivanicová, Lucia, Slovak Academy of Sciences",2015,"ISRM","'artificial+intelligence'"
"Virtual-Intelligence Applications in Petroleum Engineering: Part 1—Artificial Neural Networks","SPE-58046-JPT","journal-paper","Mohaghegh, Shahab, West Virginia U.",2000,"SPE","'artificial+intelligence'"
"Building Neural-Network-Based Models Using Nodal and Time-Series Analysis for Short-Term Production Forecasting","SPE-167393-MS","conference-paper","Rebeschini, J., Halliburton | Querales, M., Halliburton | Carvajal, G. A., Halliburton | Villamizar, M., Halliburton | Md Adnan, F., Halliburton | Rodriguez, J., Halliburton | Knabe, S., Halliburton | Rivas, F., Halliburton",2013,"SPE","'artificial+intelligence'"
"New Approach to Predict Fracture Pressure Using Functional Networks","SPE-192317-MS","conference-paper","S, Abdulmalek Ahmed, King Fahd University of Petroleum & Minerals | Elkatatny, Salaheldin, King Fahd University of Petroleum & Minerals | Abdulraheem, Abdulazeez, King Fahd University of Petroleum & Minerals | Mahmoud, Mohammed, King Fahd University of Petroleum & Minerals | Ali, Abdulwahab Z., King Fahd University of Petroleum & Minerals | Mohamed, I. M., Advantek Waste Management Services",2018,"SPE","'artificial+intelligence'"
"Empirical Learning Investigations of the Stress Corrosion Cracking of Austenitic Stainless Steels in High-Temperature Aqueous Environments","NACE-97040333","journal-paper","Sturrock, C.P., | Bogaerts, W.F.,",1997,"NACE","'artificial+intelligence'"
"Machine Learning Can Enhance and Add Jobs","SPE-0718-0035-JPT","journal-paper","Parshall, Joel, JPT Features Editor",2018,"SPE","'artificial+intelligence'"
"A Holistic Approach to Develop New Rigorous Empirical Correlation for Static Young's Modulus","SPE-183545-MS","conference-paper","Tariq, Zeeshan, King Fahd University of Petroleum & Minerals | Elkatatny, Salaheldin, King Fahd University of Petroleum & Minerals | Mahmoud, Mohamed, King Fahd University of Petroleum & Minerals | Abdulraheem, Abdulazeez, King Fahd University of Petroleum & Minerals",2016,"SPE","'artificial+intelligence'"
"It's Raining Barrels: Cloud Computing in the O&G Industry","SPE-192515-MS","conference-paper","Kumar, Arvind, Schlumberger | Dutt, Ankit, Schlumberger | Nahar, Siddhartha, Schlumberger | Batshas, Siddhanta, Schlumberger | Majumdar, Chandan, Schlumberger | Saraiya, Rasesh, Schlumberger | Sarkar, Subhadeep, Schlumberger | Chatterjee, Chandreyi, Schlumberger",2018,"SPE","'artificial+intelligence'"
"Using Least Square Support Vector Machines to Approximate Single Phase Flow","SPE-185881-MS","conference-paper","Zhong, He, University of Calgary | Wu, Keliu, University of Calgary | Ji, Dongqi, University of Calgary | Chen, Zhangxing, University of Calgary",2017,"SPE","'artificial+intelligence'"
"Computer-Aided Gas Pipeline Operation Using Genetic Algorithms And Rule Learning Part I: Genetic Algorithms In Pipeline Optimization","SPE-14590-MS","general","Goldberg, David E., The University of Alabama",1985,"SPE","'artificial+intelligence'"
"Machine learning based technique for lithology and fluid content prediction — Case study from offshore West Africa","SEG-2018-2996428","conference-paper","Zhang, Zhao, Chevron Energy Technology Company | Halpert, Adam D., Chevron Energy Technology Company | Bandura, Laura, Chevron Energy Technology Company | Coumont, Anne Dutranois, Chevron Energy Technology Company",2018,"SEG","'artificial+intelligence'"
"Pattern Recognition and Data-Driven Analytics for Fast and Accurate Replication of Complex Numerical Reservoir Models at the Grid Block Level","SPE-167897-MS","conference-paper","Amini, S., West Virginia University | Mohaghegh, S.D., West Virginia University | Gaskari, R., Intelligent Solutions Inc. | Bromhal, G.S., US Department of Energy",2014,"SPE","'artificial+intelligence'"
"A simple statistical approach to guide fault interpretation","SEG-2017-17774229","conference-paper","Hami-Eddine, Kamal, Paradigm | de Ribet, Bruno, Paradigm",2017,"SEG","'artificial+intelligence'"
"Modeling, Application, and Optimization of Engineered Water Injection Technology in Carbonate Reservoirs.","SPE-194032-STU","conference-paper","Adegbite, Jamiu Oyekan, Khalifa University of Science and Technology",2018,"SPE","'artificial+intelligence'"
"Computer-Aided Gas Pipeline Operation Using Genetic Algorithms And Rule Learning Part II: Rule Learning Control Of A Pipeline Under Normal And Abnormal Conditions","SPE-14591-MS","general","Goldberg, David E., The University of Alabama",1985,"SPE","'artificial+intelligence'"
"SCC Analysis of Austenitic Stainless Steels in Chloride-Bearing Water by Neural Network Techniques","NACE-92080618","journal-paper","Smets, H.M.G., | Bogaerts, W.F.L.,",1992,"NACE","'artificial+intelligence'"
"Machine-derived seismic interpretation: Real world examples & lessons learned","SEG-2018-3001897","conference-paper","Morris, Matt, Anadarko Petroleum Corporation | Brazell, Seth, Anadarko Petroleum Corporation | Lu, Ping, Anadarko Petroleum Corporation",2018,"SEG","'artificial+intelligence'"
"Development of HT- BP Neural Network System for the Identification of Well Test Interpretation Model","SPE-30974-MS","conference-paper","Sung, W., Hanyang U. | Yoo, I., KOGAS R&D Center | Ra, S., Hanyang U. | Park, H., Hanwha Energy",1995,"SPE","'artificial+intelligence'"
"Permeability Prediction in Carbonate Reservoirs using Specific Area, Porosity and Water Saturation","SEG-2014-0021","conference-paper","Sitouah, M., Sclumberger Ltd | Al-Hamoud, M., Sclumberger Ltd | Bougerira, Y., Sclumberger Ltd | Abdullatif, O., King Fahd University of Petroleum and Minerals",2014,"SEG","'artificial+intelligence'"
"An Inductive Learning-based Intelligent Optimization Technology of Hull Form","ISOPE-I-15-212","conference-paper","Feng, Baiwei, Key Laboratory of High Performance Ship Technology of Ministry of Education (Wuhan Univ. of Tech.) | Dong, Suzhen, Wuhan University of Technology | Liu, Zuyuan, Wuhan University of Technology",2015,"ISOPE","'artificial+intelligence'"
"Deep Learning Convolutional Neural Networks to Predict Porous Media Properties","SPE-191906-MS","conference-paper","Alqahtani, Naif, The University of New South Wales | Armstrong, Ryan T., The University of New South Wales | Mostaghimi, Peyman, The University of New South Wales",2018,"SPE","'artificial+intelligence'"
"Why using CNN for seismic interpretation? An investigation","SEG-2018-2997155","conference-paper","Di, Haibin, Center for Energy and Geo Processing (CeGP), Georgia Institute of Technology | Wang, Zhen, Center for Energy and Geo Processing (CeGP), Georgia Institute of Technology | AlRegib, Ghassan, Center for Energy and Geo Processing (CeGP), Georgia Institute of Technology",2018,"SEG","'artificial+intelligence'"
"Automatic microseismic detection and location via the deep-convolutional neural network","SEG-2018-2997548","conference-paper","Zhang, Xiong, University of Science and Technology of China (USTC) | Yuan, Congcong, University of Science and Technology of China (USTC) | Zhang, Jie, University of Science and Technology of China (USTC) | Liu, Sen, University of Science and Technology of China (USTC) | Chen, Zhibo, University of Science and Technology of China (USTC) | Li, Weiping, University of Science and Technology of China (USTC)",2018,"SEG","'artificial+intelligence'"
"Mean field Boltzmann machines for high resolution Kirchhoff migration","SEG-2018-2997793","conference-paper","Vamaraju, Janaki, UTIG — The University of Texas at Austin | Sen, Mrinal K., UTIG — The University of Texas at Austin",2018,"SEG","'artificial+intelligence'"
"Developing a Smart Proxy for the SACROC Water-Flooding Numerical Reservoir Simulation Model","SPE-185691-MS","conference-paper","Alenezi, Faisal, West Virginia University | Mohaghegh, Shahab, West Virginia University",2017,"SPE","'artificial+intelligence'"
"Computer Recognition Of Diplog Patterns - A Tool For Stratigraphic Analysis","SPWLA-1974-X","conference-paper","Schoonover, L.G., Dresser Atlas, Dresser Industries, Inc.",1974,"SPWLA","'artificial+intelligence'"
