"book_title","paper_id","dc_type","authors","year","source","keyword"
"Estimation of Thruster-Thruster/Current Interaction in a Dynamic Positioning System Through Supervised Learning With Neural Networks","ISOPE-I-18-080","conference-paper","Li, Bo, Shanghai Jiao Tong University | Wang, Lei, Shanghai Jiao Tong University | Wang, Xuefeng, Shanghai Jiao Tong University | Xu, Shengwen, Shanghai Jiao Tong University | Li, Xin, Shanghai Jiao Tong University",2018,"ISOPE","'machine+learning'"
"Three-Dimensional Modeling and Stress Calibration for a Complex Mining Geometry","ISRM-ISRS-2016-010","conference-paper","Perman, Fredrik, Itasca Consultants AB | Wettainen, Thomas, LKAB | Corral, Gonzalo, Itasca S.A. | Sjoberg, Jonny, Itasca Consultants AB",2016,"ISRM","'machine+learning'"
"Neural-Network based Sensitivity Analysis for Injector-Producer Relationship Identification","SPE-112124-MS","conference-paper","Demiryurek, Ugur, | Banaei-Kashani, Farnoush, Univ. of Southern California | Shahabi, Cyrus, University of Southern california | Wilkinson, Frank G., Chevron Corp.",2008,"SPE","'machine+learning'"
"Long-Lead-Time Prediction of Storm Surge Using Effective Controlling Parameters and Artificial Neural Networks","ISOPE-I-18-473","conference-paper","Chao, Wei-Ting, National Taiwan Ocean University | Wang, Tzu-Wei, National Taiwan Ocean University | Young, Chih-Chieh, National Taiwan Ocean University",2018,"ISOPE","'machine+learning'"
"Event Targeting Model Calibration Used for History Matching Large Simulation Cases","SPE-106044-MS","conference-paper","Schulze-Riegert, Ralf Wolfgang, Scandpower GmbH | Selberg, Stig,",2007,"SPE","'machine+learning'"
"Using Data-Driven Predictive Analytics to Estimate Downhole Temperatures while Drilling","SPE-170982-MS","conference-paper","Dursun, Serkan, Halliburton | Kumar, Aniket, Halliburton | Samuel, Robello, Halliburton",2014,"SPE","'machine+learning'"
"Lost Time Analysis of Queensland Coal Seam Gas Drilling Data and Where Next for Improvement?","SPE-192034-MS","conference-paper","Rodger, Iain, The University of Queensland | Garnett, Andrew, The University of Queensland",2018,"SPE","'machine+learning'"
"How Data-Driven Modeling Methods like Neural Networks can help to integrate different Types of Data into Reservoir Management","SPE-68163-MS","conference-paper","Stundner, M., Decision Team - Software GmbH | Al-Thuwaini, J.S., Saudi Aramco",2001,"SPE","'machine+learning'"
"The Research of Big Data Analysis Platform of Oil & Gas Production","OTC-28346-MS","conference-paper","Ruidong, Zhao, RIPED CNPC | Chunming, Xiong, RIPED CNPC | Junfeng, Shi, RIPED CNPC | Yufeng, Zhang, RIPED CNPC | Yi, Peng, RIPED CNPC | Shiwen, Chen, RIPED CNPC | Feng, Deng, RIPED CNPC | Xishun, Zhang, RIPED CNPC",2018,"OTC","'machine+learning'"
"3-D Prestack Waveform Inversion-A Real Data Example","SEG-2015-5870069","conference-paper","Pafeng, Josiane, University of Wyoming | Mallick, Subhashis, University of Wyoming | Sharma, Hema S., University of Wyoming",2015,"SEG","'machine+learning'"
"Integration of Ensemble Data Assimilation and Deep Learning for History Matching Facies Models","OTC-28015-MS","conference-paper","Canchumuni, Smith Arauco, PUC-RIO | Emerick, Alexandre A., PETROBRAS | Pacheco, Marco Aurelio, PUC-RIO",2017,"OTC","'machine+learning'"
"Multiphase Flow Pattern Recognition in Horizontal and Upward Gas-Liquid Flow Using Support Vector Machine Models","SPE-170671-MS","conference-paper","Li, Xiaopeng, Colorado School of Mines | Miskimins, Jennifer L, Colorado School of Mines | Sutton, Robert P, Consultant | Hoffman, B Todd, Colorado School of Mines",2014,"SPE","'machine+learning'"
"A Decision-Making Expert System for the Oil Transport System","SPE-69423-MS","conference-paper","Abdulah, Abdulatif, Dalhousie University | Islam, Rafiqul, Dalhousie University",2001,"SPE","'machine+learning'"
"Optimal 3-D Directional & Horizontal Wells Planning Using Genetic Algorithm","SPE-79164-MS","conference-paper","Shokir, E.M. El-M., King Saud University | Emera, M., Cairo University | Eid, S.M., Cairo University | Waly, A.A., Cairo University",2002,"SPE","'machine+learning'"
"Optimum Design and Control of the Production-Injection Operation Systems in Petroleum Reservoirs","SPE-81036-MS","conference-paper","Yang, Daoyong, University of Regina | Zhang, Qi, University of Petroleum, China | Gu, Yongan, University of Regina",2003,"SPE","'machine+learning'"
"Systematic Use of Real Time Data Analysis for Primary Cementing and Cement Job Verification","OTC-27557-MS","conference-paper","Gomes, Paulo J., BP | James, Mark, BP | Therond, Emmanuel, BP",2017,"OTC","'machine+learning'"
"Formation Control of Multiple AUVs For Moth-Inspired Plume Tracing","ISOPE-I-10-463","conference-paper","Kang, Xiaodong, State Key Laboratory of Robotics, Shenyang Institute of Automation, Chinese Academy of Sciences, Graduate School of the Chinese Academy of Sciences | Li, Wei, State Key Laboratory of Robotics, Shenyang Institute of Automation, Chinese Academy of Sciences, Department of Computer Science, California State University | Xu, Hongli, State Key Laboratory of Robotics, Shenyang Institute of Automation, Chinese Academy of Sciences | Feng, Xisheng, State Key Laboratory of Robotics, Shenyang Institute of Automation, Chinese Academy of Sciences",2010,"ISOPE","'machine+learning'"
"Towards a Computational Tool For the Synthesis And Optimization of Submarine Pipeline Routes","ISOPE-I-10-521","conference-paper","Vieira, Ian Nascimento, COPPE/UFRJ – Post-Graduate Institute of the Federal University of Rio de Janeiro, Civil Engineering Department | Albrecht, Carl Horst, COPPE/UFRJ – Post-Graduate Institute of the Federal University of Rio de Janeiro, Civil Engineering Department | de Lima, Beatriz Souza Leite Pires, COPPE/UFRJ – Post-Graduate Institute of the Federal University of Rio de Janeiro, Civil Engineering Department | Jacob, Breno Pinheiro, COPPE/UFRJ – Post-Graduate Institute of the Federal University of Rio de Janeiro, Civil Engineering Department | Rocha, Djalene Maria, PETROBRAS Research & Development Center – CENPES | de Oliveira Cardoso, Carlos, PETROBRAS Research & Development Center – CENPES",2010,"ISOPE","'machine+learning'"
"Transforming Data into Knowledge Using Data Mining Techniques: Application in Excess Water Production Problem Diagnosis in Oil Wells","SPE-133929-MS","conference-paper","Rabiei, Minou, Curtin U. of Technology | Gupta, Ritu, Curtin Uni. of Tech | Cheong, Yaw Peng, CSIRO | Sanchez Soto, Gerardo Alonso, CSIRO",2010,"SPE","'machine+learning'"
"Clustering-Based Optimal Perforation Design Using Well Logs","SPE-177282-MS","conference-paper","Popa, A., Chevron | Hao, M., Electronic Arts | Cassidy, S. D., Chevron | Cover, A., Chevron | Shepherd, D., Chevron | Jikich, S., University Of Pittsburgh",2015,"SPE","'machine+learning'"
"The Use of an Operational Filter Boosted Artificial Neural Network for Selection of Enhanced Oil Recovery Technique","SPE-175864-MS","conference-paper","Samuel Armacanqui, J., CoO WOGI Incorporated | Hassan, Ahmed Mohamed, Belayim Petroleum Company (Petrobel)/ENI",2015,"SPE","'machine+learning'"
"Application of Artificial Intelligence in Oilfield Operation and Intervention","SPE-181116-MS","conference-paper","Akanji, L. T., University of Aberdeen | Ofi, I., University of Aberdeen",2016,"SPE","'machine+learning'"
"A Novel Method for Experimental Characterization of the Poroelastic Constants in Unconventional Formations","URTEC-2902907-MS","conference-paper","Gokaraju, Deepak, MetaRock Laboratories | Aldin, Munir, MetaRock Laboratories | Thombare, Akshay, MetaRock Laboratories | Mitra, Abhijit, MetaRock Laboratories | Govindarajan, Sudarshan, MetaRock Laboratories | Patterson, Robert, MetaRock Laboratories",2018,"URTEC","'machine+learning'"
"A New Modified Genetic Algorithm for Well Placement Optimization under Geological Uncertainties","SPE-143617-MS","conference-paper","Morales, Adrian Nicolas, Texas A&M University | Nasrabadi, Hadi, Texas A&M University at Qatar | Zhu, Ding, Texas A&M University",2011,"SPE","'machine+learning'"
"A New Technique to Develop Rock Strength Correlation Using Artificial Intelligence Tools","SPE-186062-MS","conference-paper","Tariq, Zeeshan, King Fahd University of Petroleum & Minerals | Elkatatny, Salaheldin, King Fahd University of Petroleum & Minerals | Mahmoud, Mohammed, King Fahd University of Petroleum & Minerals | Ali, Abdelwahab Z., King Fahd University of Petroleum & Minerals | Abdulraheem, Abdulazeez, King Fahd University of Petroleum & Minerals",2017,"SPE","'machine+learning'"
"Aspects of Oilfield Related Accidents","SPE-166412-MS","conference-paper","Qi, Qianru, University of Southern California | Ershaghi, Iraj, University of Southern California",2013,"SPE","'machine+learning'"
"An Advanced Electrochemical System for EOR Produced Water Desalination and Reduced Polymer Consumption","SPE-190272-MS","conference-paper","Sparrow, Ben, Saltworks Technologies | Ebsary, Adrian, Saltworks Technologies | Mandel, Derek, Saltworks Technologies | Man, Malcolm, Saltworks Technologies",2018,"SPE","'machine+learning'"
"A New Approach to Predict Failure Parameters of Carbonate Rocks using Artificial Intelligence Tools","SPE-187974-MS","conference-paper","Tariq, Zeeshan, King Fahd University of Petroleum & Minerals | Elkatatny, Salaheldin, King Fahd University of Petroleum & Minerals | Mahmoud, Mohammed, King Fahd University of Petroleum & Minerals | Ali, Abdulwahab Z., King Fahd University of Petroleum & Minerals | Abdulraheem, Abdulazeez, King Fahd University of Petroleum & Minerals",2017,"SPE","'machine+learning'"
"Application of Genetic Algorithms in Portfolio Optimization for the Oil and Gas Industry","SPE-62970-MS","conference-paper","Fichter, Daniel P., Merak Projects Inc.",2000,"SPE","'machine+learning'"
"Determination of The Dew-Point Pressure (Dpp) For A Gas Condensate","SPE-167620-STU","conference-paper","Adetiloye, Bamisebi, University of Ibadan, Nigeria",2013,"SPE","'machine+learning'"
"Calculating the Total Porosity of Shale Reservoirs by Combining Conventional Logging and Elemental Logging to Eliminate the Effects of Gas Saturation","SPWLA-2018-v59n2a4","journal-paper","Zhu, Linqi, Yangtze University | Zhang, Chong, Yangtze University | Guo, Cong, Yangtze University | Jiao, Yifeng, Yangtze University | Chen, Lie, Yangtze University | Zhou, Xueqing, Yangtze University | Zhang, Chaomo, Yangtze University | Zhang, Zhansong, Yangtze University",2018,"SPWLA","'machine+learning'"
"Advanced Tools For Improving the Profitability of Pipeline Operations","PSIG-0010","conference-paper","Brooksbank, Bill, Honeywell | Thiagarajah, Mohan, Honeywell",2000,"PSIG","'machine+learning'"
"Detection of Stuck Pipe Early Signs and the Way Toward Automation","SPE-192975-MS","conference-paper","Alshaikh, Abrar A., Saudi Aramco | Albassam, Mohammed K., Saudi Aramco | Al Gharbi, Salem H., Saudi Aramco | Al-Yami, Abdullah S., Saudi Aramco",2018,"SPE","'machine+learning'"
"Steel Coiled Tubing Defect Evaluation Using Magnetic Flux Leakage Signals","SPE-168260-MS","conference-paper","Liu, Zhanke, Schlumberger | Minerbo, Gerald, Schlumberger | Zheng, Andrew, Schlumberger",2014,"SPE","'machine+learning'"
"Control of Hydraulic-Fracturing-Induced Formation Damage by Optimizing Treatments With Constraints","SPE-73754-MS","conference-paper","Rahman, M.M., University of New South Wales | Rahman, M.K., University of New South Wales | Rahman, S.S., University of New South Wales",2002,"SPE","'machine+learning'"
"Monitoring of SAGD Steam-Chamber Conformance by Using White-Noise-Reflection Processes","SPE-137750-PA","journal-paper","Leskiw, Chris, University of Calgary | Gates, Ian D., University of Calgary",2012,"SPE","'machine+learning'"
"Dynamic Penalty Function Evolution Algorithms for History Matching of Oil and Gas Reservoir Models","SPE-163372-MS","conference-paper","Abdelkhalik, Ossama, Michigan Tech University | Goh, Shu Ting, Michigan Tech University | Daoud, Ahmed, Schlumberger",2012,"SPE","'machine+learning'"
"EOR Advisor System: A Comprehensive Approach to EOR Selection","IPTC-17798-MS","conference-paper","Moreno, Jaime Eduardo, Schlumberger | Gurpinar, Omer M., Schlumberger | Liu, Yunlong, Schlumberger | Al-Kinani, Andreas, myr:conn solutions | Cakir, Nihal, myr:conn solutions",2014,"IPTC","'machine+learning'"
"Optimum Control of Unwanted Water Production in Stratified Gas Reservoirs","SPE-106640-MS","conference-paper","Yamali, Nampetch, U. of Texas Austin | Nguyen, Quoc Phuc, The University of Texas at Austin | Srinivasan, Sanjay, U. of Texas Austin",2007,"SPE","'machine+learning'"
"Logging-While-Drilling Dipole Shear Logging in Fast Formations Using Higher-Order Formation Flexural Mode","SPWLA-2017-Y","conference-paper","Wang, Pu, Schlumberger | Bose, Sandip, Schlumberger | Sinha, Bikash K., Schlumberger | Lei, Ting, Schlumberger | Blyth, Matthew P., Schlumberger",2017,"SPWLA","'machine+learning'"
"Upscaling of Digital Rock Porosities by Correlation With Whole Core CT Scan Histograms","SPWLA-2018-F","conference-paper","Hertel, Stefan A., Shell International E&P | Rydzy, Marisa, Shell International E&P | Anger, Benjamin, Shell International E&P | Berg, Steffen, Shell International E&P | Appel, Matthias, Shell International E&P | de Jong, Hilko, Shell International E&P",2018,"SPWLA","'machine+learning'"
"Uncertainty Assessment on Short-Term Production Forecasts Using Integrated Asset Modeling and Experimental Design","SPE-187595-MS","conference-paper","Li, Xiaopeng, Colorado School of Mines | Purwar, Suryansh, Halliburton | Sousa, Sergio, Halliburton | Bravo, Cesar, Halliburton | Vasconcelos, David, Halliburton",2017,"SPE","'machine+learning'"
"Probabilistic Production Forecasting and Reserves Estimation in Waterflooded Oil Reservoirs","SPE-192167-MS","conference-paper","Nazarenko, Maksim, Texas A&M University",2018,"SPE","'machine+learning'"
"Computer-Aided Gas Pipeline Operation Using Genetic Algorithms And Rule Learning Part I: Genetic Algorithms In Pipeline Optimization","SPE-14590-MS","general","Goldberg, David E., The University of Alabama",1985,"SPE","'machine+learning'"
"On SAGD in Oil Sands Reservoirs With No Caprock and Top Water Zone","SPE-137234-PA","journal-paper","Al-Turki, Ali A., University of Calgary | Gates, Ian D., University of Calgary | Maini, Brij B., University of Calgary",2011,"SPE","'machine+learning'"
"A Practical Workflow for Probabilistic History Matching and Forecast Uncertainty Quantification: Application to a Deepwater West Africa Reservoir","SPE-181639-MS","conference-paper","Yeh, T., Shell International E&P | Uvieghara, T., Shell Nigeria E&P Co. Ltd. | Jennings, J. W., Shell International E&P. | Chen, C., Shell International E&P. | Alpak, F. O., Shell International E&P. | Tendo, F., Shell Nigeria E&P Co. Ltd.",2016,"SPE","'machine+learning'"
"Systems for Asset Managements of Production Platforms","OTC-24424-MS","conference-paper","Fadel, Fernando Elias de Freitas, Petrobras | Teixeira, Herbert Campos Golcalves, Petrobras | Campos, Mario Cesar Mello Massa De, Petrobras | Cavadas, Luis Jose, Petrobras | Oliveira, Sergio Gregorio De, Petrobras | Liporace, Fabio Dos Santos, Petrobras | Matias, Jose Augusto, Petrobras | Saito, Kaku, Petrobras",2013,"OTC","'machine+learning'"
"Fully Stochastic Screening and Ranking on Entire Reservoir Portfolios - A Case Study for Candidate Recognition for Waterflood Implementation (Russian)","SPE-136373-RU","conference-paper","Graf, Thomas, Schlumberger | Zangl, Georg, Schlumberger | May, Ronald S., Chevron Australia Pty Ltd | Hartlieb, Martin, Schlumberger | Randle, James M., Chevron Corp. | Al-Kinani, Andreas, Schlumberger",2010,"SPE","'machine+learning'"
"Fully Stochastic Screening and Ranking on Entire Reservoir Portfolios - A Case Study for Candidate Recognition for Waterflood Implementation","SPE-136373-MS","conference-paper","Graf, Thomas, Schlumberger | Zangl, Georg, Schlumberger | May, Ronald S., Chevron Australia Pty Ltd | Hartlieb, Martin, Schlumberger | Randle, James M., Chevron Corp. | Al-Kinani, Andreas,",2010,"SPE","'machine+learning'"
"Fact-Based Re-Frac Candidate Selection and Design in Shale - A Case Study in Application of Data Analytics","URTEC-2433427-MS","conference-paper","Mohaghegh, Shahab D., Intelligent Solutions, Inc. & West Virginia University",2016,"URTEC","'machine+learning'"
"Impact of Different SAGD Well Configurations (Dover SAGD Phase B Case Study)","SPE-155502-PA","journal-paper","Tamer, Mohamed R., Harvest Operations Corporation | Gates, Ian D., University of Calgary",2012,"SPE","'machine+learning'"
"Evaluating the Suitability of Existing Rock Mass Classification Systems for TBM Performance Prediction by using a Regression Tree","ISRM-EUROCK-2017-039","conference-paper","Salimi, A., Univesity of Stuttgart | Rostami, J., Earth Mechanics Institute | Moormann, C., Univesity of Stuttgart",2017,"ISRM","'machine+learning'"
"Operationalization of a New Systematic Work Process at PETRONAS Carigali Sdn Bhd","SPE-192814-MS","conference-paper","Choudhuri, Amit, PETRONAS Carigali Sdn Bhd | Jainal, M Saifunazim B M, PETRONAS Carigali Sdn Bhd | Adenan, Mustafa, PETRONAS Carigali Sdn Bhd | Takei, Jamaludin B, PETRONAS Carigali Sdn Bhd | Ali, Toslan B, PETRONAS Carigali Sdn Bhd | Janor, M Nazori B, PETRONAS Carigali Sdn Bhd",2018,"SPE","'machine+learning'"
"Bayesian Network Analysis as a Tool for Efficient EOR Screening","SPE-143282-MS","conference-paper","Zerafat, Mohammad Mehdi, Shiraz University | Ayatollahi, Shahabbodin, Shiraz University | Mehranbod, Nasir, Shiraz University | Barzegari, Davaood, Shiraz University",2011,"SPE","'machine+learning'"
"Assessment of In-Situ Proppant Placement in SRV Using Through- Fracture Core Sampling at HFTS","URTEC-2902364-MS","conference-paper","Maity, Debotyam, Gas Technology Institute | Ciezobka, Jordan, Gas Technology Institute | Eisenlord, Sarah, Gas Technology Institute",2018,"URTEC","'machine+learning'"
"Augmenting Operations Monitoring by Mining Unstructured Drilling Reports","SPE-173429-MS","conference-paper","Sidahmed, Mohamed, BP | Coley, Christopher J., BP | Shirzadi, Shawn, BP",2015,"SPE","'machine+learning'"
"Reservoir to Surface: An Effective Combination to Unlock Oil Reserves From Aging Reservoirs","SPE-131990-MS","conference-paper","Moreno, J., Schlumberger | Kartoatmodjo, G., Schlumberger | Friedel, T., Schlumberger | Zulkhifly, F., Schlumberger | Tan, L., Schlumberger",2010,"SPE","'machine+learning'"
"Rapid Inversion of Nuclear Porosity Logs in Sub-Resolution Beds With Layer Thickness Uncertainty","SPWLA-2015-BB","conference-paper","Whetton, J. A., Weatherford | Chok, H., Weatherford | Elkington, P. A. S., Weatherford",2015,"SPWLA","'machine+learning'"
"Convection at the Edge of a Steam-Assisted-Gravity-Drainage Steam Chamber","SPE-142432-PA","journal-paper","Sharma, Jyotsna, University of Calgary | Gates, Ian D., University of Calgary",2011,"SPE","'machine+learning'"
"Biodiversity Conservation and O&G Offshore Operations in Mediterranean: How to Fit Them Within the Recent Conservation Initiatives and New Monitoring Tools","OMC-2015-239","conference-paper","Torchia, G., Golder Associates srl | Pititto, F., Golder Associates srl | Taimanova, A., Golder Associates LLP | Dragan, M., Golder Associates srl",2015,"OMC","'machine+learning'"
"Optimized Shale Resource Development: Transforming Unconventional to Conventional Technologies","OMC-2015-221","conference-paper","Ahmed, Usman, Baker Hughes",2015,"OMC","'machine+learning'"
"Produced-Water-Chemistry History Matching Using a 1D Reactive Injector/Producer Reservoir Model","SPE-164113-PA","journal-paper","Vazquez, Oscar, Heriot-Watt University | McCartney, Ross A., Oilfield Water Services Limited | Mackay, Eric, Heriot-Watt University",2013,"SPE","'machine+learning'"
"""Pozoteca"" Integrated Management of Technical Information on Exploration and Production Wells","SPE-68756-MS","conference-paper","Duran, C.F., Ecopetrol | Viracacha, C.O., Ecopetrol | Bejarano, A., IDA Ltd. | Blanco, F.A., CSI Ltd.-SPS Ltd. | Tapias, O., CSI Ltd.-SPS Ltd.",2001,"SPE","'machine+learning'"
"A Modified Genetic Algorithm for Reservoir Characterisation","SPE-64765-MS","conference-paper","Romero, C.E., Imperial College | Carter, J.N., Imperial College | Gringarten, A.C., Imperial College | Zimmerman, R.W., Imperial College",2000,"SPE","'machine+learning'"
"Optimal Heat Transfer Design of an Ocean Turbine Pressure Vessel Using Soft Computing","ISOPE-I-12-185","conference-paper","Xiros, Nikolaos I., School of Naval Architecture and Marine Engineering, University of New Orleans | Kaiser, Khaled, Department of Aerospace and Ocean Engineering, Virginia Tech",2012,"ISOPE","'machine+learning'"
"Modeling Patterns for Performance Analyses of Offshore Production Systems","ISOPE-I-17-708","conference-paper","Meng, Huixing, École Polytechnique | Kloul, Leïla, Université de Versailles St-Quentin-en-Yvelines | Rauzy, Antoine, Norwegian University of Science and Technology",2017,"ISOPE","'machine+learning'"
"Emerging Technologies and Workflows in Digital Oil Field","OTC-26562-MS","conference-paper","Chanana, P., Wipro Limited | Soni, T. M., Wipro Limited | Bhakne, U., Wipro Limited",2016,"OTC","'machine+learning'"
"Preventing Serious Injuries and Fatalities: Study Reveals Precursors and Paradigms","ASSE-15-09-35","journal-paper","Martin, Donald K., BST | Black, Alison, BST",2015,"ASSE","'machine+learning'"
"Optimization of Proactive Control Valves of Producer and Injector Smart Wells under Economic Uncertainty","SPE-154511-MS","conference-paper","Pinto, Marcio Augusto Sampaio, U Estadual De Campinas | Barreto, Carlos Eduardo, U Estadual De Campinas | Schiozer, Denis Jose, U. Estadual de Campinas",2012,"SPE","'machine+learning'"
"New Method to Estimate Porosity More Accuately From NMR Data With Short Relaxation Times","SPWLA-2014-V","conference-paper","Venkataramanan, Lalitha, _ | Gruber, Fred K., _ | LaVigne, Jack, _ | Habashy, Tarek M., _ | Iglesias, Jorge G., _ | Anand, Vivek, _ | Rampurawala, Mansoor A., _ | Jain, Vikas, _",2014,"SPWLA","'machine+learning'"
"Shale Fracturing Characterization and Optimization by Using Anisotropic Acoustic Interpretation, 3D Fracture Modeling and Neural Network","SPWLA-2015-F","conference-paper","Gokaraju, Deepak, Halliburton | Gu, Ming, Halliburton | Chen, Dingding, Halliburton | Far, Mehdi E., Halliburton | Quirein, John, Halliburton",2015,"SPWLA","'machine+learning'"
"The use of Neuro-Fuzzy proxy in well placement optimization","SPE-112214-MS","conference-paper","Zarei, Faraj, Amir-Kabir U of Technology | Daliri, Ayob, Amirkabir University | Alizadeh, Naser, Amir-Kabir U of Technology",2008,"SPE","'machine+learning'"
"A Critical Overview of Artificial Neural Network Applications in the Context of Continuous Oil Field Optimization","SPE-77703-MS","conference-paper","Saputelli, L., PDVSA | Malki, H., University of Houston | Canelon, J., Universidad del Zulia | Nikolaou, M., University of Houston",2002,"SPE","'machine+learning'"
"The Role of Knowledge, Tools, and Systems for Drilling Analysis","SPE-87996-PA","journal-paper","La Greca Veiga, Alejandro J., Baker Hughes | Damski, Carlos, Genesis Petroleum Technologies Pty Ltd | Peden, James M., Curtin U. of Technology | Nakagawa, Edson Y., CSIRO Petroleum",2008,"SPE","'machine+learning'"
"Efficient Assessment and Optimization of A Deepwater Asset Using Fixed Pattern Approach","SPE-95792-MS","conference-paper","Ozdogan, Umut, Chevron Corp. | Sahni, Akshay, Chevron Corp. | Yeten, Burak, Chevron Corp. | Guyaguler, Baris, Chevron Corp. | Chen, Wen H., Chevron Corp.",2005,"SPE","'machine+learning'"
"Textural Analysis of MCT Images: Measurements Beyond Rock Properties","SPE-161383-MS","conference-paper","Chacko, Soman, ExxonMobil Oil Indonesia Inc. | Keskes, Noomane, Total | Hall, Jonathan Clive, Scott Pickford Ltd. | Serag El Din, Samy, ADCO Producing Co. Inc.",2012,"SPE","'machine+learning'"
"Resistance Optimization of a Cruise Ship Using a Hybrid Approach","ISOPE-I-17-331","conference-paper","He, Jiayi, Marine Design and Research Institute of China | Chen, Hongmei, Marine Design and Research Institute of China | Yu, Hai, Marine Design and Research Institute of China | Xiong, Xiaoqing, Marine Design and Research Institute of China | Fan, Sheming, Marine Design and Research Institute of China | Sun, Rui, Virginia Polytechnic Institute & State University",2017,"ISOPE","'machine+learning'"
"An Experimental Study and Genetic Algorithm (GA) Correlation to Explore the Effect of nC5 on Impure CO2 Minimum Miscibility Pressure (MMP)","SPE-101036-MS","conference-paper","Bon, Johannes, U. of Adelaide | Emera, Mohammed Kamal, Australian School of Petroleum | Sarma, Hemanta Kumar, U. of Adelaide",2006,"SPE","'machine+learning'"
"Application of Statistical Proxies to Speed Up Field Development Optimization Procedures","SPE-117323-MS","conference-paper","Onwunalu, Jerome Emeka, Stanford University | Litvak, Michael Lev, BP America | Durlofsky, Louis J., Stanford University | Aziz, Khalid, Stanford University",2008,"SPE","'machine+learning'"
"DORIS - Monitoring Robot for Offshore Facilities","OTC-24386-MS","conference-paper","Nunes, Eduardo, Federal University of Rio de Janeiro | Peixoto, Alessandro, Federal University of Rio de Janeiro | Xaud, Marco, Federal University of Rio de Janeiro | From, P. Rego, Norwegian University of Life Sciences | Carvalho, Gustavo H, Federal University of Rio de Janeiro | Oliveira, Jose Fernando, Federal University of Rio de Janeiro | Lizarralde, Fernando, Federal University of Rio de Janeiro | Neves, Alex, Federal University of Rio de Janeiro",2013,"OTC","'machine+learning'"
"A Case History: Evaluating Well Completions in Eagle Ford Shale Using a Data-Driven Approach","SPE-173336-MS","conference-paper","Nejad, Amir Mohammad, StrataGen | Sheludko, Stanislav, StrataGen | Shelley, Robert Frank, StrataGen | Hodgson, Trey, Sundance Energy | Mcfall, Patrick Riley, Sundance Energy",2015,"SPE","'machine+learning'"
"Creating Portfolio Insight by a Pratical Multi-method Optimisation Approach","SPE-146583-MS","conference-paper","Willigers, Bart J.A., Palantir Economic Solutions | Weis, Federico, Palantir Economic Solutions | Majou, Felix, Palantir Economic Solutions",2011,"SPE","'machine+learning'"
"DeepLook: Toward the Common Goal of Reservoir Characterization Through Collaboration","OTC-10785-MS","conference-paper","Chawathé, Adwait, Chevron Petroleum Technology Company",1999,"OTC","'machine+learning'"
"Genetic Algorithm (GA)-Based Correlations Offer More Reliable Prediction of Minimum Miscibility Pressures (MMP) Between Reservoir Oil and CO or Flue Gas","PETSOC-07-08-01","journal-paper","Emera, M.K., University of Adelaide | Javadpour, F., University of Calgary | Sarma, H.K., University of Adelaide",2007,"PETSOC","'machine+learning'"
"Dielectric Dispersion Log Interpretation in Bakken Petroleum System","SPWLA-2017-SSSS","conference-paper","Han, Yifu, The University of Oklahoma | Misra, Siddharth, The University of Oklahoma | Simpson, Gary, consultant",2017,"SPWLA","'machine+learning'"
"An Automated Flowing Bottom-Hole Pressure Prediction for a Vertical Well Having Multiphase Flow Using Computational Intelligence Techniques","SPE-192184-MS","conference-paper","Tariq, Zeeshan, King Fahd University of Petroleum & Minerals",2018,"SPE","'machine+learning'"
"Predicting Waterflood Responses With Decision Trees","PETSOC-2002-028","conference-paper","Fedenczuk, L., Gambit Consulting Ltd. | Hoffmann, K., Gambit Consulting Ltd. | Fedenczuk, T., Gambit Consulting Ltd.",2002,"PETSOC","'machine+learning'"
"The Best Practices and Approaches for Replication of Achimov Formation Development Technologies (Russian)","SPE-191473-18RPTC-RU","conference-paper","Nenasheva, Marina, Gazpromneft STC | Okunev, Maxim, Gazpromneft STC | Sleta, Natalia, Gazpromneft STC | Timirgalin, Azamat, Gazpromneft STC | Zhukov, Vladislav, Gazpromneft STC | Garenskikh, Dmitriy, Gazpromneft Angara | Volkov, Georgy, Gazpromneft Angara | Priklonsky, Oleg, Halliburton",2018,"SPE","'machine+learning'"
"A Study on the Development of Prognosis System for Offshore Plant Equipment","ISOPE-I-15-042","conference-paper","Cho, SangJe, Hongik University | Jun, Hong-Bae, Hongik University | Shin, Jong-Ho, UNIST | Hwang, Ho-Jin, Korea Research Institute of Ships and Ocean Engineering | Ha, ChungHun, Hongik University",2015,"ISOPE","'machine+learning'"
"Utilizing a Fully Automated MPD System to Run and Cement 9-5/8 in. Liner String in HPHT Gas Wells","SPE-190006-MS","conference-paper","Aljubran, M. J, Saudi Aramco | Oqaili, A. H., Saudi Aramco | Ezi, P. C., Saudi Aramco | Iturrios, C. O., Weatherford",2018,"SPE","'machine+learning'"
"Optimizing Treatment Parameters for Enhanced Hydrocarbon Production by Hydraulic Fracturing","PETSOC-03-06-02","journal-paper","Rahman, M.M., The University Of Adelaide | Rahman, M.K., The University Of Western Australia | Rahman, S.S., The University Of New South Wales",2003,"PETSOC","'machine+learning'"
"Uncertainty Assessment of Well Placement Optimization","SPE-71625-MS","conference-paper","Guyaguler, Baris, Stanford University | Horne, Roland N., Stanford University",2001,"SPE","'machine+learning'"
